historicomes,historicoporccomp,anionro,historicoindice
17,0.0,2022,3685
16,0.0,2022,3685
15,0.0,2022,3685
14,0.0,2022,3685
13,0.0,2022,3685
12,0.0,2022,3685
11,0.0,2022,3685
10,0.0,2022,3685
9,0.0,2022,3685
8,0.0,2022,3685
7,0.0,2022,3685
6,0.0,2022,3685
5,0.0,2022,3685
4,0.0,2022,3685
3,0.0,2022,3685
2,0.0,2022,3685
1,0.0,2022,3685
18,0.0,2022,3685
